member_id,join_date,unit,plan,acquisition_channel,age_group,monthly_fee,cancel_date,status,tenure_months,member_key
M104548,2024-10-30,University,Basic,Referral,25-34,99.9,,Active,21,4549
M104549,2026-02-16,North,Plus,Google Ads,35-44,139.9,,Active,5,4550
M104550,2024-10-18,University,Plus,Instagram,18-24,139.9,,Active,21,4551
M104551,2025-09-09,West,Basic,Corporate,25-34,99.9,,Active,11,4552
M104552,2025-01-13,University,Premium,Organic,25-34,189.9,,Active,19,4553
M104553,2025-02-02,University,Plus,Organic,25-34,139.9,,Active,18,4554
M104554,2025-09-01,West,Basic,Referral,25-34,99.9,,Active,11,4555
M104555,2025-12-17,University,Basic,Google Ads,18-24,99.9,,Active,7,4556
M104556,2024-01-27,South,Plus,Corporate,18-24,139.9,,Active,30,4557
M104557,2025-01-29,Downtown,Plus,Organic,25-34,139.9,,Active,18,4558
M104558,2025-07-31,Downtown,Premium,Corporate,35-44,189.9,,Active,12,4559
M104559,2024-11-16,North,Plus,Referral,35-44,139.9,,Active,20,4560
M104560,2024-11-25,South,Basic,Instagram,55+,99.9,,Active,20,4561
M104561,2026-02-15,North,Plus,Google Ads,45-54,139.9,2026-05-15,Cancelled,3,4562
M104562,2025-01-06,University,Plus,Organic,25-34,139.9,2026-03-06,Cancelled,14,4563
M104563,2026-04-05,University,Basic,Google Ads,25-34,99.9,2026-07-05,Cancelled,3,4564
M104564,2024-01-19,South,Basic,Corporate,35-44,99.9,,Active,30,4565
M104565,2024-11-29,Downtown,Basic,Organic,25-34,99.9,,Active,20,4566
M104566,2025-12-21,North,Plus,Corporate,25-34,139.9,,Active,7,4567
M104567,2024-07-03,North,Basic,Organic,25-34,99.9,2025-01-03,Cancelled,6,4568
M104568,2024-01-31,North,Basic,Referral,25-34,99.9,,Active,30,4569
M104569,2026-04-02,East,Basic,Walk-in,35-44,99.9,,Active,4,4570
M104570,2025-01-30,North,Plus,Instagram,45-54,139.9,,Active,18,4571
M104571,2024-12-15,South,Plus,Corporate,35-44,139.9,,Active,19,4572
M104572,2025-11-06,East,Plus,Corporate,18-24,139.9,,Active,9,4573
M104573,2025-06-24,West,Plus,Corporate,25-34,139.9,,Active,13,4574
M104574,2026-05-17,North,Premium,Corporate,55+,189.9,,Active,2,4575
M104575,2024-09-17,University,Premium,Referral,18-24,189.9,,Active,22,4576
M104576,2025-05-26,University,Plus,Referral,18-24,139.9,,Active,14,4577
M104577,2026-01-21,University,Basic,Walk-in,18-24,99.9,,Active,6,4578
M104578,2025-12-20,Downtown,Plus,Corporate,35-44,139.9,,Active,7,4579
M104579,2025-03-23,West,Plus,Referral,35-44,139.9,,Active,16,4580
M104580,2026-04-13,University,Premium,Corporate,35-44,189.9,,Active,4,4581
M104581,2024-12-17,Downtown,Plus,Referral,25-34,139.9,,Active,19,4582
M104582,2026-03-01,Downtown,Plus,Instagram,25-34,139.9,,Active,5,4583
M104583,2025-08-10,West,Plus,Walk-in,55+,139.9,,Active,12,4584
M104584,2025-09-14,University,Plus,Walk-in,18-24,139.9,,Active,11,4585
M104585,2024-01-27,West,Plus,Instagram,25-34,139.9,,Active,30,4586
M104586,2025-02-02,East,Plus,Google Ads,18-24,139.9,,Active,18,4587
M104587,2025-06-25,South,Basic,Walk-in,25-34,99.9,2026-03-25,Cancelled,9,4588
M104588,2024-04-03,North,Premium,Walk-in,35-44,189.9,,Active,28,4589
M104589,2024-03-11,South,Premium,Corporate,25-34,189.9,,Active,29,4590
M104590,2026-05-16,South,Plus,Referral,35-44,139.9,,Active,2,4591
M104591,2024-09-07,North,Plus,Organic,18-24,139.9,,Active,23,4592
M104592,2025-06-10,University,Plus,Google Ads,45-54,139.9,,Active,14,4593
M104593,2024-02-07,East,Basic,Google Ads,55+,99.9,,Active,30,4594
M104594,2026-06-05,South,Basic,Corporate,25-34,99.9,,Active,2,4595
M104595,2025-08-05,University,Premium,Organic,25-34,189.9,,Active,12,4596
M104596,2025-04-17,North,Plus,Walk-in,35-44,139.9,,Active,15,4597
M104597,2024-08-04,East,Basic,Referral,25-34,99.9,,Active,24,4598
M104598,2024-02-14,University,Premium,Corporate,25-34,189.9,2025-09-14,Cancelled,19,4599
M104599,2025-05-04,Downtown,Plus,Organic,55+,139.9,,Active,15,4600
M104600,2025-01-21,North,Basic,Corporate,25-34,99.9,,Active,18,4601
M104601,2024-07-27,University,Plus,Instagram,18-24,139.9,,Active,24,4602
M104602,2024-06-28,University,Basic,Corporate,35-44,99.9,2026-06-28,Cancelled,24,4603
M104603,2024-05-04,Downtown,Basic,Organic,18-24,99.9,,Active,27,4604
M104604,2025-05-04,Downtown,Plus,Walk-in,55+,139.9,,Active,15,4605
M104605,2025-08-30,Downtown,Premium,Instagram,35-44,189.9,,Active,11,4606
M104606,2025-11-09,South,Plus,Organic,35-44,139.9,,Active,9,4607
M104607,2025-11-29,Downtown,Plus,Referral,18-24,139.9,,Active,8,4608
M104608,2025-12-29,Downtown,Basic,Organic,18-24,99.9,,Active,7,4609
M104609,2025-05-13,Downtown,Basic,Google Ads,25-34,99.9,,Active,15,4610
M104610,2024-01-10,University,Plus,Referral,35-44,139.9,2026-04-10,Cancelled,27,4611
M104611,2026-04-10,East,Basic,Corporate,35-44,99.9,2026-06-10,Cancelled,2,4612
M104612,2026-03-17,East,Plus,Organic,35-44,139.9,2026-05-17,Cancelled,2,4613
M104613,2024-02-17,South,Basic,Referral,35-44,99.9,,Active,29,4614
M104614,2024-02-20,University,Premium,Instagram,25-34,189.9,,Active,29,4615
M104615,2026-06-26,Downtown,Plus,Corporate,25-34,139.9,,Active,1,4616
M104616,2026-05-01,West,Premium,Organic,35-44,189.9,,Active,3,4617
M104617,2025-03-08,West,Basic,Corporate,45-54,99.9,,Active,17,4618
M104618,2024-12-11,East,Basic,Instagram,18-24,99.9,,Active,20,4619
M104619,2026-03-21,University,Plus,Organic,18-24,139.9,2026-06-21,Cancelled,3,4620
M104620,2025-05-01,South,Premium,Walk-in,55+,189.9,,Active,15,4621
M104621,2025-06-24,University,Basic,Walk-in,35-44,99.9,,Active,13,4622
M104622,2025-03-21,South,Plus,Instagram,55+,139.9,2026-01-21,Cancelled,10,4623
M104623,2026-01-16,University,Basic,Organic,35-44,99.9,2026-06-16,Cancelled,5,4624
M104624,2025-07-17,West,Premium,Corporate,25-34,189.9,,Active,12,4625
M104625,2025-09-04,South,Basic,Instagram,45-54,99.9,,Active,11,4626
M104626,2024-09-16,Downtown,Plus,Google Ads,35-44,139.9,,Active,22,4627
M104627,2026-02-01,North,Basic,Instagram,18-24,99.9,,Active,6,4628
M104628,2025-02-15,East,Plus,Referral,25-34,139.9,,Active,17,4629
M104629,2025-01-10,East,Basic,Referral,25-34,99.9,2026-06-10,Cancelled,17,4630
M104630,2025-10-16,Downtown,Plus,Organic,25-34,139.9,,Active,9,4631
M104631,2026-03-26,North,Basic,Google Ads,25-34,99.9,,Active,4,4632
M104632,2026-05-19,University,Premium,Google Ads,55+,189.9,,Active,2,4633
M104633,2026-02-11,West,Basic,Referral,45-54,99.9,,Active,6,4634
M104634,2024-03-26,South,Plus,Corporate,25-34,139.9,,Active,28,4635
M104635,2025-08-19,Downtown,Plus,Organic,35-44,139.9,2026-01-19,Cancelled,5,4636
M104636,2024-07-02,University,Premium,Walk-in,45-54,189.9,,Active,25,4637
M104637,2026-01-18,Downtown,Plus,Referral,35-44,139.9,,Active,6,4638
M104638,2025-09-19,East,Premium,Walk-in,25-34,189.9,,Active,10,4639
M104639,2025-04-01,North,Basic,Referral,18-24,99.9,,Active,16,4640
M104640,2026-02-14,South,Plus,Organic,18-24,139.9,2026-05-14,Cancelled,3,4641
M104641,2026-05-05,South,Basic,Corporate,25-34,99.9,,Active,3,4642
M104642,2026-02-16,East,Basic,Walk-in,55+,99.9,,Active,5,4643
M104643,2024-08-25,Downtown,Plus,Organic,45-54,139.9,,Active,23,4644
M104644,2024-05-08,Downtown,Plus,Google Ads,25-34,139.9,,Active,27,4645
M104645,2024-01-21,University,Premium,Organic,35-44,189.9,,Active,30,4646
M104646,2024-02-24,South,Plus,Referral,35-44,139.9,,Active,29,4647
M104647,2024-02-10,South,Basic,Corporate,25-34,99.9,2026-05-10,Cancelled,27,4648
M104648,2025-05-17,South,Plus,Instagram,25-34,139.9,,Active,14,4649
M104649,2025-05-24,South,Premium,Organic,25-34,189.9,2025-12-24,Cancelled,7,4650
M104650,2025-01-18,University,Plus,Organic,25-34,139.9,,Active,18,4651
M104651,2025-01-21,Downtown,Basic,Google Ads,35-44,99.9,2026-05-21,Cancelled,16,4652
M104652,2025-12-30,University,Plus,Google Ads,18-24,139.9,2026-06-30,Cancelled,6,4653
M104653,2026-05-04,West,Basic,Walk-in,35-44,99.9,,Active,3,4654
M104654,2025-09-09,West,Premium,Google Ads,35-44,189.9,,Active,11,4655
M104655,2024-08-10,West,Basic,Google Ads,35-44,99.9,,Active,24,4656
M104656,2025-12-24,Downtown,Plus,Referral,45-54,139.9,,Active,7,4657
M104657,2024-04-21,South,Plus,Referral,25-34,139.9,,Active,27,4658
M104658,2025-11-30,West,Plus,Referral,45-54,139.9,,Active,8,4659
M104659,2025-06-02,Downtown,Basic,Referral,45-54,99.9,,Active,14,4660
M104660,2024-06-18,South,Basic,Google Ads,25-34,99.9,,Active,25,4661
M104661,2024-03-24,West,Premium,Organic,35-44,189.9,,Active,28,4662
M104662,2024-11-09,Downtown,Premium,Google Ads,35-44,189.9,,Active,21,4663
M104663,2026-01-08,Downtown,Basic,Google Ads,25-34,99.9,,Active,7,4664
M104664,2024-09-25,Downtown,Plus,Instagram,35-44,139.9,,Active,22,4665
M104665,2025-09-28,East,Basic,Walk-in,45-54,99.9,2026-07-28,Cancelled,10,4666
M104666,2026-02-13,East,Basic,Instagram,45-54,99.9,2026-07-13,Cancelled,5,4667
M104667,2024-09-11,Downtown,Premium,Referral,18-24,189.9,,Active,23,4668
M104668,2024-03-14,South,Basic,Corporate,45-54,99.9,,Active,29,4669
M104669,2025-10-29,South,Plus,Corporate,18-24,139.9,2026-02-28,Cancelled,4,4670
M104670,2025-04-09,University,Plus,Organic,45-54,139.9,,Active,16,4671
M104671,2025-06-02,East,Premium,Google Ads,35-44,189.9,,Active,14,4672
M104672,2024-10-29,West,Plus,Referral,35-44,139.9,,Active,21,4673
M104673,2024-10-05,University,Plus,Instagram,25-34,139.9,,Active,22,4674
M104674,2025-07-01,Downtown,Basic,Google Ads,55+,99.9,2025-11-01,Cancelled,4,4675
M104675,2026-05-05,Downtown,Plus,Organic,35-44,139.9,,Active,3,4676
M104676,2025-03-02,Downtown,Plus,Organic,25-34,139.9,,Active,17,4677
M104677,2024-03-10,Downtown,Plus,Google Ads,35-44,139.9,,Active,29,4678
M104678,2026-03-09,University,Basic,Referral,18-24,99.9,,Active,5,4679
M104679,2025-04-12,East,Plus,Instagram,18-24,139.9,2025-06-12,Cancelled,2,4680
M104680,2026-06-07,University,Basic,Organic,35-44,99.9,,Active,2,4681
M104681,2025-08-21,West,Premium,Instagram,25-34,189.9,,Active,11,4682
M104682,2025-08-07,East,Plus,Organic,35-44,139.9,,Active,12,4683
M104683,2024-05-19,Downtown,Premium,Google Ads,45-54,189.9,,Active,26,4684
M104684,2024-11-07,Downtown,Plus,Corporate,18-24,139.9,,Active,21,4685
M104685,2024-09-10,West,Basic,Google Ads,25-34,99.9,,Active,23,4686
M104686,2024-10-17,North,Basic,Instagram,35-44,99.9,2025-03-17,Cancelled,5,4687
M104687,2024-09-04,East,Plus,Google Ads,25-34,139.9,,Active,23,4688
M104688,2024-07-22,University,Plus,Organic,25-34,139.9,,Active,24,4689
M104689,2026-04-26,Downtown,Plus,Instagram,25-34,139.9,,Active,3,4690
M104690,2026-05-01,South,Basic,Referral,18-24,99.9,,Active,3,4691
M104691,2026-02-09,South,Basic,Referral,18-24,99.9,,Active,6,4692
M104692,2025-05-15,Downtown,Premium,Referral,18-24,189.9,2025-07-15,Cancelled,2,4693
M104693,2025-08-27,West,Plus,Google Ads,55+,139.9,2025-10-27,Cancelled,2,4694
M104694,2026-01-29,North,Basic,Walk-in,25-34,99.9,,Active,6,4695
M104695,2025-01-30,South,Basic,Referral,18-24,99.9,,Active,18,4696
M104696,2024-06-06,University,Plus,Instagram,18-24,139.9,,Active,26,4697
M104697,2024-02-16,East,Basic,Instagram,25-34,99.9,,Active,29,4698
M104698,2024-03-21,North,Plus,Google Ads,25-34,139.9,2026-01-21,Cancelled,22,4699
M104699,2024-08-07,East,Basic,Google Ads,55+,99.9,2026-03-07,Cancelled,19,4700
M104700,2026-06-30,South,Basic,Instagram,55+,99.9,,Active,1,4701
M104701,2026-02-13,Downtown,Premium,Instagram,18-24,189.9,,Active,6,4702
M104702,2024-05-26,West,Basic,Corporate,18-24,99.9,,Active,26,4703
M104703,2025-04-11,University,Basic,Organic,25-34,99.9,,Active,16,4704
M104704,2025-01-10,Downtown,Basic,Google Ads,25-34,99.9,,Active,19,4705
M104705,2026-02-22,Downtown,Basic,Corporate,25-34,99.9,,Active,5,4706
M104706,2025-08-03,East,Premium,Organic,35-44,189.9,,Active,12,4707
M104707,2026-01-20,East,Plus,Instagram,25-34,139.9,2026-06-20,Cancelled,5,4708
M104708,2026-05-23,East,Plus,Corporate,18-24,139.9,,Active,2,4709
M104709,2024-09-28,South,Basic,Google Ads,25-34,99.9,,Active,22,4710
M104710,2025-05-08,East,Plus,Organic,25-34,139.9,,Active,15,4711
M104711,2025-01-01,South,Premium,Instagram,35-44,189.9,,Active,19,4712
M104712,2025-07-15,University,Basic,Instagram,18-24,99.9,,Active,13,4713
M104713,2024-11-11,Downtown,Premium,Corporate,25-34,189.9,,Active,21,4714
M104714,2026-01-26,North,Plus,Organic,35-44,139.9,,Active,6,4715
M104715,2024-04-28,North,Plus,Instagram,25-34,139.9,,Active,27,4716
M104716,2025-03-29,North,Basic,Google Ads,18-24,99.9,,Active,16,4717
M104717,2025-04-13,South,Premium,Walk-in,25-34,189.9,,Active,16,4718
M104718,2024-10-02,South,Basic,Corporate,25-34,99.9,,Active,22,4719
M104719,2026-05-16,West,Basic,Instagram,45-54,99.9,,Active,2,4720
M104720,2024-04-23,East,Plus,Instagram,35-44,139.9,,Active,27,4721
M104721,2025-09-01,West,Basic,Walk-in,45-54,99.9,,Active,11,4722
M104722,2024-12-09,Downtown,Basic,Organic,35-44,99.9,,Active,20,4723
M104723,2024-04-02,East,Plus,Organic,18-24,139.9,,Active,28,4724
M104724,2025-01-10,East,Basic,Instagram,18-24,99.9,,Active,19,4725
M104725,2025-06-11,University,Basic,Referral,25-34,99.9,2025-12-11,Cancelled,6,4726
M104726,2025-10-30,University,Basic,Instagram,18-24,99.9,,Active,9,4727
M104727,2025-01-13,West,Plus,Referral,18-24,139.9,,Active,19,4728
M104728,2026-01-21,West,Basic,Corporate,45-54,99.9,,Active,6,4729
M104729,2024-05-04,University,Basic,Instagram,18-24,99.9,,Active,27,4730
M104730,2026-04-18,North,Plus,Referral,35-44,139.9,,Active,3,4731
M104731,2024-05-24,Downtown,Basic,Google Ads,45-54,99.9,,Active,26,4732
M104732,2024-10-15,West,Plus,Organic,35-44,139.9,,Active,21,4733
M104733,2024-06-19,Downtown,Plus,Organic,35-44,139.9,2026-07-19,Cancelled,25,4734
M104734,2025-09-03,Downtown,Basic,Walk-in,25-34,99.9,,Active,11,4735
M104735,2024-01-13,North,Plus,Referral,25-34,139.9,,Active,31,4736
M104736,2024-01-15,South,Basic,Instagram,18-24,99.9,,Active,30,4737
M104737,2024-05-13,University,Premium,Instagram,35-44,189.9,,Active,27,4738
M104738,2026-04-30,South,Plus,Google Ads,45-54,139.9,,Active,3,4739
M104739,2026-03-18,South,Premium,Google Ads,55+,189.9,2026-07-18,Cancelled,4,4740
M104740,2025-09-02,South,Basic,Instagram,25-34,99.9,2026-02-02,Cancelled,5,4741
M104741,2025-05-28,Downtown,Premium,Instagram,25-34,189.9,2026-02-28,Cancelled,9,4742
M104742,2024-05-03,East,Basic,Instagram,55+,99.9,,Active,27,4743
M104743,2025-04-08,West,Plus,Instagram,18-24,139.9,,Active,16,4744
M104744,2024-08-10,University,Basic,Instagram,25-34,99.9,,Active,24,4745
M104745,2024-12-26,West,Basic,Google Ads,25-34,99.9,2025-09-26,Cancelled,9,4746
M104746,2024-07-12,North,Plus,Google Ads,18-24,139.9,,Active,25,4747
M104747,2025-05-23,North,Premium,Instagram,25-34,189.9,2025-07-23,Cancelled,2,4748
M104748,2025-10-23,University,Plus,Google Ads,45-54,139.9,,Active,9,4749
M104749,2025-09-06,Downtown,Plus,Walk-in,45-54,139.9,2025-11-06,Cancelled,2,4750
M104750,2025-12-30,South,Plus,Corporate,25-34,139.9,2026-07-30,Cancelled,7,4751
M104751,2026-01-19,West,Plus,Google Ads,35-44,139.9,2026-06-19,Cancelled,5,4752
M104752,2025-01-06,South,Basic,Referral,25-34,99.9,2026-06-06,Cancelled,17,4753
M104753,2025-02-04,North,Premium,Referral,45-54,189.9,,Active,18,4754
M104754,2025-04-29,Downtown,Plus,Walk-in,55+,139.9,,Active,15,4755
M104755,2025-05-21,East,Plus,Instagram,18-24,139.9,,Active,14,4756
M104756,2025-01-13,University,Premium,Organic,18-24,189.9,,Active,19,4757
M104757,2025-05-13,East,Plus,Instagram,35-44,139.9,,Active,15,4758
M104758,2024-12-04,Downtown,Plus,Organic,35-44,139.9,,Active,20,4759
M104759,2024-04-15,University,Plus,Instagram,25-34,139.9,,Active,27,4760
M104760,2025-09-15,East,Basic,Corporate,35-44,99.9,,Active,10,4761
M104761,2026-03-05,West,Plus,Instagram,25-34,139.9,,Active,5,4762
M104762,2024-12-12,North,Plus,Instagram,45-54,139.9,,Active,20,4763
M104763,2025-09-13,South,Premium,Google Ads,18-24,189.9,,Active,11,4764
M104764,2026-03-08,West,Basic,Referral,25-34,99.9,,Active,5,4765
M104765,2024-11-15,University,Basic,Instagram,45-54,99.9,,Active,20,4766
M104766,2025-04-10,University,Plus,Walk-in,25-34,139.9,,Active,16,4767
M104767,2025-04-03,East,Plus,Walk-in,25-34,139.9,2025-09-03,Cancelled,5,4768
M104768,2024-11-23,West,Basic,Organic,45-54,99.9,,Active,20,4769
M104769,2024-06-05,North,Plus,Organic,25-34,139.9,,Active,26,4770
M104770,2025-01-13,South,Plus,Google Ads,55+,139.9,,Active,19,4771
M104771,2024-03-19,University,Plus,Referral,25-34,139.9,2025-08-19,Cancelled,17,4772
M104772,2025-06-01,South,Premium,Google Ads,18-24,189.9,,Active,14,4773
M104773,2026-05-23,West,Plus,Corporate,25-34,139.9,,Active,2,4774
M104774,2025-11-09,North,Plus,Instagram,35-44,139.9,,Active,9,4775
M104775,2025-05-26,Downtown,Plus,Organic,25-34,139.9,,Active,14,4776
M104776,2024-08-26,Downtown,Basic,Google Ads,35-44,99.9,,Active,23,4777
M104777,2026-04-24,South,Plus,Walk-in,35-44,139.9,,Active,3,4778
M104778,2026-03-04,University,Basic,Referral,25-34,99.9,2026-07-04,Cancelled,4,4779
M104779,2025-10-11,Downtown,Plus,Walk-in,25-34,139.9,2026-01-11,Cancelled,3,4780
M104780,2026-02-08,University,Plus,Walk-in,35-44,139.9,,Active,6,4781
M104781,2025-04-15,Downtown,Basic,Referral,25-34,99.9,,Active,16,4782
M104782,2025-06-01,West,Premium,Organic,25-34,189.9,,Active,14,4783
M104783,2024-11-13,West,Plus,Organic,25-34,139.9,,Active,21,4784
M104784,2026-04-05,West,Premium,Google Ads,25-34,189.9,,Active,4,4785
M104785,2026-01-22,University,Basic,Organic,25-34,99.9,2026-06-22,Cancelled,5,4786
M104786,2026-05-14,South,Plus,Walk-in,18-24,139.9,,Active,3,4787
M104787,2025-07-04,East,Plus,Google Ads,25-34,139.9,,Active,13,4788
M104788,2025-12-13,East,Plus,Instagram,45-54,139.9,2026-03-13,Cancelled,3,4789
M104789,2025-05-14,East,Basic,Instagram,35-44,99.9,,Active,15,4790
M104790,2025-02-25,Downtown,Plus,Corporate,35-44,139.9,,Active,17,4791
M104791,2024-09-20,East,Basic,Google Ads,18-24,99.9,,Active,22,4792
M104792,2026-01-03,Downtown,Plus,Organic,45-54,139.9,,Active,7,4793
M104793,2024-08-11,South,Premium,Google Ads,25-34,189.9,,Active,24,4794
M104794,2025-03-29,University,Plus,Organic,45-54,139.9,,Active,16,4795
M104795,2026-04-04,South,Plus,Corporate,25-34,139.9,,Active,4,4796
M104796,2024-07-03,North,Plus,Instagram,45-54,139.9,,Active,25,4797
M104797,2024-12-09,University,Premium,Referral,45-54,189.9,,Active,20,4798
M104798,2025-05-11,Downtown,Plus,Organic,18-24,139.9,,Active,15,4799
M104799,2026-06-04,East,Basic,Walk-in,18-24,99.9,,Active,2,4800
M104800,2026-04-04,South,Plus,Google Ads,45-54,139.9,,Active,4,4801
M104801,2026-06-20,North,Basic,Organic,35-44,99.9,,Active,1,4802
M104802,2026-05-08,East,Premium,Organic,25-34,189.9,,Active,3,4803
M104803,2024-07-20,South,Plus,Google Ads,25-34,139.9,,Active,24,4804
M104804,2024-04-16,Downtown,Premium,Organic,18-24,189.9,,Active,27,4805
M104805,2024-02-12,South,Plus,Organic,35-44,139.9,,Active,30,4806
M104806,2024-08-06,South,Basic,Walk-in,25-34,99.9,2025-03-06,Cancelled,7,4807
M104807,2024-03-30,North,Plus,Google Ads,55+,139.9,,Active,28,4808
M104808,2026-04-01,North,Basic,Instagram,35-44,99.9,,Active,4,4809
M104809,2025-11-30,West,Basic,Instagram,25-34,99.9,,Active,8,4810
M104810,2026-06-27,South,Basic,Corporate,25-34,99.9,,Active,1,4811
M104811,2024-10-03,East,Basic,Instagram,25-34,99.9,,Active,22,4812
M104812,2025-01-25,West,Basic,Referral,35-44,99.9,,Active,18,4813
M104813,2025-11-18,East,Basic,Referral,18-24,99.9,,Active,8,4814
M104814,2024-03-29,Downtown,Plus,Organic,45-54,139.9,2025-11-29,Cancelled,20,4815
M104815,2024-12-24,Downtown,Plus,Google Ads,25-34,139.9,2026-03-24,Cancelled,15,4816
M104816,2025-08-23,West,Plus,Referral,25-34,139.9,,Active,11,4817
M104817,2024-08-07,North,Plus,Referral,25-34,139.9,,Active,24,4818
M104818,2026-03-18,East,Basic,Instagram,25-34,99.9,2026-05-18,Cancelled,2,4819
M104819,2024-11-17,University,Plus,Organic,25-34,139.9,,Active,20,4820
M104820,2024-10-12,West,Plus,Referral,35-44,139.9,,Active,22,4821
M104821,2024-12-07,Downtown,Plus,Organic,18-24,139.9,,Active,20,4822
M104822,2025-11-14,West,Plus,Instagram,45-54,139.9,2026-07-14,Cancelled,8,4823
M104823,2026-05-21,Downtown,Plus,Google Ads,35-44,139.9,2026-07-21,Cancelled,2,4824
M104824,2024-11-07,Downtown,Plus,Instagram,45-54,139.9,2025-10-07,Cancelled,11,4825
M104825,2024-01-30,North,Premium,Walk-in,35-44,189.9,,Active,30,4826
M104826,2025-01-14,North,Basic,Organic,45-54,99.9,,Active,18,4827
M104827,2025-06-27,Downtown,Basic,Walk-in,35-44,99.9,,Active,13,4828
M104828,2026-04-08,Downtown,Basic,Organic,45-54,99.9,,Active,4,4829
M104829,2024-11-07,University,Premium,Instagram,25-34,189.9,,Active,21,4830
M104830,2025-10-24,North,Plus,Referral,25-34,139.9,,Active,9,4831
M104831,2026-01-11,South,Basic,Referral,18-24,99.9,,Active,7,4832
M104832,2025-09-25,North,Plus,Organic,35-44,139.9,,Active,10,4833
M104833,2025-06-15,Downtown,Basic,Corporate,18-24,99.9,,Active,14,4834
M104834,2024-02-25,Downtown,Premium,Instagram,18-24,189.9,,Active,29,4835
M104835,2025-04-07,West,Plus,Referral,25-34,139.9,2025-06-07,Cancelled,2,4836
M104836,2024-09-02,Downtown,Plus,Organic,18-24,139.9,,Active,23,4837
M104837,2025-06-27,East,Plus,Referral,35-44,139.9,,Active,13,4838
M104838,2025-07-28,University,Plus,Google Ads,25-34,139.9,,Active,12,4839
M104839,2024-07-15,South,Plus,Instagram,35-44,139.9,2025-12-15,Cancelled,17,4840
M104840,2024-07-16,Downtown,Premium,Referral,35-44,189.9,,Active,24,4841
M104841,2024-04-03,North,Plus,Instagram,18-24,139.9,,Active,28,4842
M104842,2024-04-08,South,Plus,Instagram,25-34,139.9,,Active,28,4843
M104843,2025-03-06,Downtown,Plus,Referral,35-44,139.9,,Active,17,4844
M104844,2024-02-29,Downtown,Basic,Referral,25-34,99.9,,Active,29,4845
M104845,2024-01-16,North,Plus,Referral,25-34,139.9,,Active,30,4846
M104846,2024-12-19,West,Basic,Referral,25-34,99.9,2026-05-19,Cancelled,17,4847
M104847,2024-09-25,North,Plus,Instagram,18-24,139.9,,Active,22,4848
M104848,2024-12-12,North,Basic,Corporate,18-24,99.9,2026-03-12,Cancelled,15,4849
M104849,2026-04-06,Downtown,Plus,Google Ads,25-34,139.9,,Active,4,4850
M104850,2024-10-04,West,Basic,Corporate,18-24,99.9,,Active,22,4851
M104851,2025-09-04,East,Premium,Instagram,55+,189.9,,Active,11,4852
M104852,2026-05-06,West,Plus,Referral,18-24,139.9,,Active,3,4853
M104853,2026-01-28,University,Plus,Instagram,25-34,139.9,,Active,6,4854
M104854,2025-03-13,North,Plus,Google Ads,25-34,139.9,,Active,17,4855
M104855,2025-10-21,East,Premium,Referral,35-44,189.9,,Active,9,4856
M104856,2024-05-04,Downtown,Basic,Corporate,25-34,99.9,,Active,27,4857
M104857,2025-04-01,East,Basic,Organic,18-24,99.9,2026-05-01,Cancelled,13,4858
M104858,2026-04-29,Downtown,Basic,Organic,18-24,99.9,,Active,3,4859
M104859,2025-06-13,North,Basic,Google Ads,45-54,99.9,,Active,14,4860
M104860,2026-05-17,South,Basic,Organic,18-24,99.9,,Active,2,4861
M104861,2024-04-29,Downtown,Premium,Corporate,25-34,189.9,,Active,27,4862
M104862,2024-11-29,West,Plus,Instagram,45-54,139.9,,Active,20,4863
M104863,2025-09-16,Downtown,Premium,Google Ads,25-34,189.9,2025-12-16,Cancelled,3,4864
M104864,2025-03-31,North,Plus,Instagram,18-24,139.9,,Active,16,4865
M104865,2024-09-16,University,Plus,Instagram,45-54,139.9,,Active,22,4866
M104866,2025-06-04,Downtown,Premium,Instagram,35-44,189.9,,Active,14,4867
M104867,2025-10-26,East,Basic,Referral,35-44,99.9,,Active,9,4868
M104868,2026-06-17,West,Premium,Instagram,25-34,189.9,,Active,1,4869
M104869,2025-04-23,Downtown,Basic,Google Ads,25-34,99.9,,Active,15,4870
M104870,2026-03-16,Downtown,Basic,Referral,35-44,99.9,2026-05-16,Cancelled,2,4871
M104871,2025-06-07,Downtown,Plus,Referral,18-24,139.9,2026-05-07,Cancelled,11,4872
M104872,2025-09-15,West,Basic,Instagram,35-44,99.9,,Active,10,4873
M104873,2025-07-30,Downtown,Premium,Organic,18-24,189.9,,Active,12,4874
M104874,2026-05-06,University,Plus,Walk-in,18-24,139.9,,Active,3,4875
M104875,2025-09-05,West,Premium,Corporate,25-34,189.9,,Active,11,4876
M104876,2024-03-04,West,Basic,Corporate,25-34,99.9,,Active,29,4877
M104877,2024-04-02,North,Plus,Organic,55+,139.9,,Active,28,4878
M104878,2024-04-26,South,Plus,Organic,25-34,139.9,,Active,27,4879
M104879,2024-10-21,Downtown,Plus,Organic,35-44,139.9,,Active,21,4880
M104880,2026-01-31,North,Basic,Google Ads,25-34,99.9,2026-03-31,Cancelled,2,4881
M104881,2025-09-02,South,Basic,Google Ads,35-44,99.9,2026-07-02,Cancelled,10,4882
M104882,2025-01-18,University,Basic,Corporate,45-54,99.9,,Active,18,4883
M104883,2024-02-04,South,Basic,Referral,55+,99.9,2026-03-04,Cancelled,25,4884
M104884,2026-04-24,East,Premium,Referral,25-34,189.9,2026-06-24,Cancelled,2,4885
